epoch,acc,loss,val_acc,val_loss
0,0.35043103448275864,1.4862822927277664,0.359375,1.5482802614569664
1,0.40876436781609193,1.380691063175713,0.392578125,1.3838612549006939
2,0.42375478927203064,1.3195941074597881,0.4443359375,1.36397909745574
3,0.43833812260536398,1.2908068202464518,0.4375,1.3228749185800552
4,0.43438697318007663,1.2910063938162792,0.357421875,1.3527761846780777
5,0.44609674329501914,1.2603279213338976,0.3681640625,1.3440410494804382
6,0.45696839080459772,1.2328204061793184,0.41796875,1.2981730327010155
7,0.47052203065134102,1.2186780184164814,0.49609375,1.2969836592674255
8,0.46549329501915709,1.2257004717757418,0.4697265625,1.2711680643260479
9,0.46707375478927204,1.2231719693461598,0.47265625,1.2636419571936131
10,0.48292624521072797,1.1691057616723453,0.3994140625,1.2752597592771053
11,0.47024268104776579,1.2121564723861236,0.4716796875,1.23786760866642
12,0.49723876296580866,1.1613210312939131,0.3779296875,1.3050502873957157
13,0.49856321839080459,1.152463176195649,0.4013671875,1.262142788618803
14,0.49624042145593872,1.1401356772444715,0.4150390625,1.3268284387886524
15,0.50380747126436787,1.1324409291205277,0.4169921875,1.2600352019071579
16,0.49085249042145596,1.1580379515315382,0.408203125,1.3048796840012074
17,0.5047413793103448,1.1266227450407327,0.396484375,1.25417310744524
18,0.49815613026819922,1.1382883463782825,0.40234375,1.234406728297472
19,0.50886015325670497,1.1346421377868945,0.421875,1.2289094738662243
20,0.49700670498084293,1.1525404720927563,0.4111328125,1.2107523679733276
21,0.49293582375478928,1.1533534427255505,0.4169921875,1.2384600974619389
22,0.5055316091954023,1.1090030722691182,0.3994140625,1.2103731222450733
23,0.49126059322033899,1.1558177497335502,0.419921875,1.2425652705132961
24,0.51154917402996547,1.1236294599803101,0.3779296875,1.2404567636549473
25,0.5083333333333333,1.121423048077872,0.3779296875,1.216442059725523
26,0.50900383141762451,1.1153887321209086,0.400390625,1.2537841871380806
27,0.51032088122605368,1.1136161721529174,0.41796875,1.2401057258248329
28,0.49568965517241381,1.140747319829875,0.4052734375,1.2677952162921429
29,0.49853927203065135,1.1257684368283356,0.423828125,1.2146517522633076
30,0.5001197318007663,1.125734517583445,0.421875,1.2201119661331177
31,0.51214080459770117,1.1234836306151759,0.431640625,1.2273068092763424
32,0.49856321839080459,1.1474344409745314,0.4052734375,1.2017661742866039
33,0.49676724137931033,1.1480237426428959,0.4150390625,1.2136971913278103
34,0.50363984674329498,1.102918079895078,0.3984375,1.2100889123976231
35,0.4967257318952234,1.1516407278634735,0.419921875,1.2125722542405128
36,0.51404629273914715,1.1203406562701674,0.39453125,1.2202982902526855
37,0.50603448275862073,1.117425702129744,0.4091796875,1.2166835851967335
38,0.50732758620689655,1.1129271689502673,0.4072265625,1.2152651324868202
39,0.51058429118773951,1.1195242842495212,0.40625,1.2111453078687191
40,0.4970785440613027,1.1465107049065075,0.4140625,1.2121176496148109
41,0.49844348659003829,1.1208462040543099,0.4033203125,1.2124505788087845
42,0.50076628352490427,1.1237860848620478,0.4140625,1.2129224166274071
43,0.50919540229885063,1.1261960239702715,0.4052734375,1.2185560166835785
44,0.49647988505747126,1.149454355833631,0.4130859375,1.2133821658790112
45,0.4941331417624521,1.1484474797815198,0.41796875,1.2155376188457012
46,0.50047892720306508,1.1081093066953609,0.41796875,1.2127721942961216
47,0.49628987183193601,1.1544494754927828,0.416015625,1.21283870190382
48,0.50573471542374504,1.1246176950761528,0.412109375,1.2087006866931915
