author_id,painting_id,nn_01,nn_02,nn_03,nn_04,nn_05,nn_06,nn_07,nn_08,nn_09,nn_10,nn_11,nn_12,nn_13,nn_14,nn_15,nn_16,nn_17,nn_18,nn_19,nn_20,nn_21,nn_22,nn_23,nn_24,nn_25,nn_26,nn_27,nn_28,nn_29,nn_30,nn_31,nn_32,nn_33,nn_34,nn_35,nn_36,nn_37,nn_38,nn_39,nn_40,nn_41,nn_42,nn_43,nn_44,nn_45,nn_46,nn_47,nn_48,nn_49,nn_50
1793,89493,1.2099288702,0.320029675961,0.0,0.0,0.686976850033,0.80809044838,0.0,0.298580169678,0.0,0.453300327063,0.401615262032,0.0,0.0277805346996,0.282483100891,1.2683300972,0.217482805252,1.33575415611,0.544749677181,0.0,0.395739883184,0.395490199327,0.502764284611,1.12925100327,0.810859322548,0.946446478367,0.0,0.0,0.0,0.0056289890781,0.473456919193,0.0,0.0,0.0,0.13999466598,0.0,1.00854182243,0.0,0.662279188633,0.0,0.0,0.0,0.0262608453631,0.484859526157,0.0,0.572418868542,1.44636940956,0.522112131119,0.571415245533,0.0,0.585036873817
368,53260,0.473508477211,0.140544876456,0.0,0.0,0.96049374342,0.760180234909,0.0,0.514216840267,0.0,1.24089431763,0.0,0.0,0.0,0.187503233552,0.453367173672,0.682904720306,0.0135419573635,1.40266060829,0.396255075932,0.400725483894,0.378955155611,0.0,0.389591425657,0.267233103514,0.471611589193,0.0,0.0,0.410181164742,1.07423901558,0.168582037091,0.0,0.0413797535002,0.0,1.19566893578,0.0,0.188156813383,0.208898469806,0.471031367779,0.0,0.0,0.0,0.0,1.0842769146,0.0,0.314203768969,0.862003743649,0.470956534147,1.47535574436,0.0,1.44186222553
24,87076,1.56129479408,0.0,0.0,0.0,0.53578555584,0.400264769793,0.0,0.685200989246,0.0,0.614525854588,1.034512043,0.0,0.0,0.19212898612,1.84303569794,0.0,2.50469255447,0.0,0.0,0.0,0.302591234446,0.684415578842,2.0148100853,1.26948153973,1.68023824692,0.0,0.0,0.284574300051,0.0,0.856216549873,0.0,0.0,0.0,0.277784824371,0.0,1.17767596245,0.0,0.98515433073,0.263383358717,0.0,0.0,0.0629109963775,0.370324283838,0.0,1.59714269638,1.0121961832,0.374135226011,0.241323933005,0.0,0.602599680424
368,151663,0.841634273529,0.0,0.0,0.0,1.5899643898,0.109330527484,0.0,0.0,0.0,1.71121966839,0.0796296298504,0.0,0.0,0.518693566322,0.762481749058,0.389578729868,0.494861543179,0.881662368774,0.401901900768,0.619264960289,0.796241044998,0.464343607426,0.467054843903,0.0,0.574669957161,0.0,0.0,0.717905163765,0.146252214909,0.484261006117,0.0,0.0,0.0,2.26625537872,0.0,0.383422732353,0.0,0.19220867753,0.0,0.742863595486,0.0,0.399709254503,1.15893387794,0.0,0.754212856293,0.50610178709,0.58346503973,1.66007959843,0.0,1.14678370953
1793,90779,0.260624468327,0.463833808899,0.0,0.0,0.747650623322,1.75004446507,0.0,0.271708667278,0.0,0.470173835754,0.0,0.0,0.172182351351,0.0,0.235139518976,0.426816105843,0.0,1.18014276028,0.429764658213,1.3671195507,0.0,0.0296378768981,0.0,0.0,0.346585482359,0.0,0.0,0.315098524094,0.551232755184,0.0,0.0,0.338040202856,0.0,0.718877077103,0.0,0.396158188581,0.0,0.556517243385,0.0,0.343311518431,0.0,0.00939948949963,0.962757050991,0.0,0.0790312737226,1.58776545525,0.84496062994,1.00977265835,0.0,1.38492643833
24,39348,1.25640010834,0.229244083166,0.0,0.0,0.613511800766,0.984621763229,0.155259460211,0.377333849669,0.0,0.522084832191,0.421466052532,0.0,0.17419937253,0.347788512707,1.3086656332,0.143165186048,1.78259813786,0.256808191538,0.0,0.365016311407,0.200666576624,0.649044752121,1.22200012207,0.648888170719,1.18728029728,0.0,0.101681396365,0.240963354707,0.0,0.666916012764,0.0,0.0,0.0,0.384372085333,0.0,1.14580273628,0.0,0.819487452507,0.158678904176,0.195062577724,0.0,0.100024573505,0.500249385834,0.0,1.15006780624,1.381549716,0.44724136591,0.594791471958,0.0,0.773950099945
1793,52681,0.867653310299,0.273731231689,0.0,0.0,0.401695340872,0.859787106514,0.0794659405947,0.34325915575,0.0,0.180120334029,0.318087518215,0.0,0.171466350555,0.207743272185,0.900968849659,0.115706183016,1.14087247849,0.374789237976,0.0,0.450230419636,0.0660063773394,0.331701368093,0.840645372868,0.497523397207,0.775545716286,0.0,0.0,0.0225784983486,0.0212275832891,0.283974587917,0.0,0.0,0.0,0.0,0.0,0.913358926773,0.0,0.658966481686,0.0,0.0172933321446,0.0,0.118767552078,0.429693847895,0.0,0.477453798056,1.25140678883,0.364488840103,0.369095683098,0.0,0.528675556183
1793,90055,0.541375994682,0.141358032823,0.0,0.0,0.609588980675,0.840242803097,0.0,0.501170754433,0.0,0.515484213829,0.0,0.0,0.267274111509,0.118055351079,0.65848761797,0.732832312584,0.856871128082,0.804843306541,0.416960537434,0.812658190727,0.0440033376217,0.109614670277,0.788053393364,0.448282808065,0.514309406281,0.0,0.365772813559,0.335061788559,0.740022242069,0.451799809933,0.0,0.0,0.0,0.610479176044,0.0,0.521060943604,0.0,0.504215061665,0.0,0.0,0.0,0.0,0.906677365303,0.0,0.521622419357,1.20304071903,0.132876619697,0.899666249752,0.0,1.2402575016
368,142354,1.4021064043,0.139290258288,0.0,0.0,0.467390596867,0.804387509823,0.157158970833,0.366248786449,0.0,0.341708213091,0.66123008728,0.0,0.0579043328762,0.338040798903,1.39421761036,0.0,1.87975847721,0.0794419199228,0.0,0.17366053164,0.424516767263,0.670262694359,1.27822196484,0.859523952007,1.04132223129,0.0,0.0,0.0907776206732,0.0,0.64281463623,0.0,0.0,0.0,0.0,0.0,1.31600809097,0.0,0.790908694267,0.257260650396,0.0,0.0,0.213698297739,0.343289792538,0.0,0.982686758041,1.18301320076,0.495624750853,0.264195650816,0.0,0.417054504156
1793,89180,0.867837607861,0.0110840825364,0.0,0.0,0.874824225903,0.700054466724,0.0,0.382186114788,0.0,0.779874324799,0.3975084126,0.0,0.0,0.315811634064,0.939403116703,0.554128468037,0.837475240231,0.999383747578,0.0,0.301758974791,0.417825192213,0.176589384675,0.977474153042,0.574521183968,0.853264510632,0.0,0.0,0.0,0.439405441284,0.168685480952,0.0,0.0,0.0,0.461917579174,0.0,0.758088409901,0.0,0.731640160084,0.0,0.0,0.0,0.0,0.663199365139,0.0,0.394191652536,1.10919821262,0.437709599733,1.12692987919,0.0260952264071,0.70091766119
