art_movement,author_id,bio_url,birth_year,death_year,first_name,last_name,nationality,num_works
,7930,http://www.the-athenaeum.org/people/detail.php?ID=7930,1834,1890.0,Auguste Louis,Veillon,Swiss,1
,9466,http://www.the-athenaeum.org/people/detail.php?ID=9466,1686,1775.0,Ludovico,Mazzanti,Italian,1
,3126,http://www.the-athenaeum.org/people/detail.php?ID=3126,1872,1929.0,Carlos Vergel,Frorentti,Spanish,1
,9515,http://www.the-athenaeum.org/people/detail.php?ID=9515,1827,1904.0,Hendrik Frans,Schaefels,Belgian,1
,6367,http://www.the-athenaeum.org/people/detail.php?ID=6367,1854,1919.0,Charles Christian,Eisele,German,1
,1655,http://www.the-athenaeum.org/people/detail.php?ID=1655,1787,1856.0,Adolf von,Heydeck,German,1
,10630,http://www.the-athenaeum.org/people/detail.php?ID=10630,1875,1911.0,Mikolajus Konstantinas,Curliones,Lithuanian,1
,10956,http://www.the-athenaeum.org/people/detail.php?ID=10956,1832,1917.0,Albert,Glibert,Belgian,1
,4987,http://www.the-athenaeum.org/people/detail.php?ID=4987,1884,1926.0,Eugene,Zak,Polish,1
,3130,http://www.the-athenaeum.org/people/detail.php?ID=3130,1850,1925.0,Vicente cutada,Toraya,Spanish,1
,11267,http://www.the-athenaeum.org/people/detail.php?ID=11267,1841,1913.0,Jose,Ruiz blasco,Spanish,1
,7937,http://www.the-athenaeum.org/people/detail.php?ID=7937,1863,1924.0,Louis,Rheiner,Swiss,1
,7938,http://www.the-athenaeum.org/people/detail.php?ID=7938,1877,1936.0,Emile,Cardinaux,Swiss,1
,10026,http://www.the-athenaeum.org/people/detail.php?ID=10026,1882,1936.0,Louis Benjamin,Floutier,French,1
,3131,http://www.the-athenaeum.org/people/detail.php?ID=3131,1876,1920.0,Manuel Poy,Dalmau,Spanish,1
,11312,http://www.the-athenaeum.org/people/detail.php?ID=11312,1853,1925.0,Karl Wilhelm,Sohn,German,1
,3133,http://www.the-athenaeum.org/people/detail.php?ID=3133,1846,1904.0,Ricardo Villodas,Torre,Spanish,1
,9471,http://www.the-athenaeum.org/people/detail.php?ID=9471,1590,1630.0,Daniele,Crespi,Italian,1
,10444,http://www.the-athenaeum.org/people/detail.php?ID=10444,1440,1515.0,Derick,Baegert,German,1
,7944,http://www.the-athenaeum.org/people/detail.php?ID=7944,1819,1891.0,Narcisse,Berchere,French,1
,3136,http://www.the-athenaeum.org/people/detail.php?ID=3136,1793,1861.0,Thomas,Lindsay,English,1
,1557,http://www.the-athenaeum.org/people/detail.php?ID=1557,1845,1916.0,Pierre Louis Leger,Vauthier,French,1
,9105,http://www.the-athenaeum.org/people/detail.php?ID=9105,1859,1914.0,Vincente,March,Spanish,1
,5776,http://www.the-athenaeum.org/people/detail.php?ID=5776,1846,1930.0,Elisabeth,Sinding,Norwegian,1
,11107,http://www.the-athenaeum.org/people/detail.php?ID=11107,960,1030.0,Kuan,Fan,Chinese,1
,4437,http://www.the-athenaeum.org/people/detail.php?ID=4437,1875,1932.0,Georges,Dupuis,French,1
,11308,http://www.the-athenaeum.org/people/detail.php?ID=11308,1670,1751.0,Jacob van,Schuppen,Austrian,1
,7949,http://www.the-athenaeum.org/people/detail.php?ID=7949,1848,1929.0,Milton H.,Lowell,American,1
,3144,http://www.the-athenaeum.org/people/detail.php?ID=3144,1830,1908.0,Honoré,Boze,English,1
,3761,http://www.the-athenaeum.org/people/detail.php?ID=3761,1828,1912.0,Adalbert Johann,Volck,German,1
,4586,http://www.the-athenaeum.org/people/detail.php?ID=4586,1827,1878.0,Jules Édouard,Magy,French,1
,9535,http://www.the-athenaeum.org/people/detail.php?ID=9535,1841,1875.0,Alfred,Alloy-rebouet,French,1
,3155,http://www.the-athenaeum.org/people/detail.php?ID=3155,1860,1944.0,Pedro Ferrer,Calatayud,Spanish,1
,10634,http://www.the-athenaeum.org/people/detail.php?ID=10634,1880,1946.0,Katherine,Bulliet,American,1
,9948,http://www.the-athenaeum.org/people/detail.php?ID=9948,1805,1870.0,Francois-Joseph-Frederic,Roux,French,1
,1567,http://www.the-athenaeum.org/people/detail.php?ID=1567,1838,1894.0,Gustave Joseph,Cheret,French,1
,9119,http://www.the-athenaeum.org/people/detail.php?ID=9119,1819,1908.0,William Henry,Burr,American,1
,3159,http://www.the-athenaeum.org/people/detail.php?ID=3159,1850,1897.0,Luis Franco,Salinas,Spanish,1
,10533,http://www.the-athenaeum.org/people/detail.php?ID=10533,1285,1310.0,Master of,Varlungo,Italian,1
,7014,http://www.the-athenaeum.org/people/detail.php?ID=7014,1867,1944.0,Charles Dana,Gibson,American,1
,9530,http://www.the-athenaeum.org/people/detail.php?ID=9530,1822,1900.0,Jan David,Col,Belgian,1
,9717,http://www.the-athenaeum.org/people/detail.php?ID=9717,1850,1915.0,Georg,Falkenberg,German,1
,975,http://www.the-athenaeum.org/people/detail.php?ID=975,1856,1897.0,Augustus Maurice,Friedlander,American,1
,9451,http://www.the-athenaeum.org/people/detail.php?ID=9451,1843,1881.0,Paul-Marie,Lenoir,French,1
,5779,http://www.the-athenaeum.org/people/detail.php?ID=5779,1864,1939.0,Eivind,Nielsen,Norwegian,1
,11301,http://www.the-athenaeum.org/people/detail.php?ID=11301,1772,1838.0,Karl Gottlob,Schmeidler,German,1
,7968,http://www.the-athenaeum.org/people/detail.php?ID=7968,1861,1910.0,Juliusz,Zuber,Hungarian,1
,1574,http://www.the-athenaeum.org/people/detail.php?ID=1574,1828,1897.0,Antoon Francois,Heyligers,Dutch,1
,3173,http://www.the-athenaeum.org/people/detail.php?ID=3173,1842,1901.0,José Luis,Pellicer,Spanish,1
,11341,http://www.the-athenaeum.org/people/detail.php?ID=11341,1727,1791.0,William,Williams,United Kingdom,1
,10256,http://www.the-athenaeum.org/people/detail.php?ID=10256,1846,1920.0,Carl Peter,Fabergé,Russian,1
,9360,http://www.the-athenaeum.org/people/detail.php?ID=9360,1856,1927.0,Willy,Martens,Dutch,1
,6386,http://www.the-athenaeum.org/people/detail.php?ID=6386,1553,1612.0,Tiburzio,Passarotti,Italian,1
,3180,http://www.the-athenaeum.org/people/detail.php?ID=3180,1862,1907.0,Fernando,Tirado y cardona,Spanish,1
,9163,http://www.the-athenaeum.org/people/detail.php?ID=9163,1300,1350.0,Master of,Verucchio,Italian,1
,3302,http://www.the-athenaeum.org/people/detail.php?ID=3302,1858,1939.0,Charles,Boom,Belgian,1
,9691,http://www.the-athenaeum.org/people/detail.php?ID=9691,1829,1888.0,Alfred Fowler,Petten,English,1
,5787,http://www.the-athenaeum.org/people/detail.php?ID=5787,1836,1871.0,Harald Oscar,Andersen,Norwegian,1
,9422,http://www.the-athenaeum.org/people/detail.php?ID=9422,1709,1761.0,Johann Wolfgang,Baumgartner,Austrian,1
,11236,http://www.the-athenaeum.org/people/detail.php?ID=11236,1844,1892.0,Luigi da,Rios,Italian,1
,4208,http://www.the-athenaeum.org/people/detail.php?ID=4208,1798,1860.0,William,Jones,English,1
,7983,http://www.the-athenaeum.org/people/detail.php?ID=7983,1815,1875.0,Richard,Burchett,English,1
,7984,http://www.the-athenaeum.org/people/detail.php?ID=7984,1851,1882.0,Cecil Gordon,Lawson,English,1
,3736,http://www.the-athenaeum.org/people/detail.php?ID=3736,1874,1905.0,Frank Russell,Wadsworth,American,1
,9949,http://www.the-athenaeum.org/people/detail.php?ID=9949,1793,1852.0,Frederick,Calvert,English,1
,7986,http://www.the-athenaeum.org/people/detail.php?ID=7986,1830,1896.0,Alfred William,Hunt,English,1
Early Renaissance,11339,http://www.the-athenaeum.org/people/detail.php?ID=11339,1420,1470.0,Giovanni Francesco,Da rimini,Italian,1
,3187,http://www.the-athenaeum.org/people/detail.php?ID=3187,1859,1933.0,Andrés,Parladé y heredia,Spanish,1
,11668,http://www.the-athenaeum.org/people/detail.php?ID=11668,1498,1561.0,Lancelot,Blondeel,Dutch,1
,5117,http://www.the-athenaeum.org/people/detail.php?ID=5117,1809,1905.0,Florentin,Houzé,Belgian,1
,9060,http://www.the-athenaeum.org/people/detail.php?ID=9060,1715,1788.0,Antoine François,Saint-aubert,French,1
,3188,http://www.the-athenaeum.org/people/detail.php?ID=3188,1840,1909.0,Rosendo Fernandez,Rodriguez,Spanish,1
,9113,http://www.the-athenaeum.org/people/detail.php?ID=9113,1297,1349.0,Jacopo del,Casentino,Italian,1
,5804,http://www.the-athenaeum.org/people/detail.php?ID=5804,1863,1934.0,Gudmund,Stenersen,Norwegian,1
,9541,http://www.the-athenaeum.org/people/detail.php?ID=9541,1822,1897.0,Emma Augusta,Thomsen,Danish,1
,9612,http://www.the-athenaeum.org/people/detail.php?ID=9612,1798,1861.0,Casper's Johannes,Morel,Dutch,1
,3192,http://www.the-athenaeum.org/people/detail.php?ID=3192,1867,1945.0,Vicente,Borrás y abella,Spanish,1
,4432,http://www.the-athenaeum.org/people/detail.php?ID=4432,1839,1932.0,John Henry,Niemeyer,German,1
,4084,http://www.the-athenaeum.org/people/detail.php?ID=4084,1867,1940.0,Mary C.,Brady,American,1
,7995,http://www.the-athenaeum.org/people/detail.php?ID=7995,1936,,Charles,Halkerston,English,1
,10919,http://www.the-athenaeum.org/people/detail.php?ID=10919,1820,1900.0,Francisco,De paula escribano,Spanish,1
,9956,http://www.the-athenaeum.org/people/detail.php?ID=9956,1884,1918.0,Franz,Nolken,German,1
,6462,http://www.the-athenaeum.org/people/detail.php?ID=6462,1866,1935.0,Ernesto,Icaza,Mexican,1
,11112,http://www.the-athenaeum.org/people/detail.php?ID=11112,1612,1690.0,Pieter,Nason,Dutch,1
,7028,http://www.the-athenaeum.org/people/detail.php?ID=7028,1435,1510.0,Friedrich,Pacher,Austrian,1
,9123,http://www.the-athenaeum.org/people/detail.php?ID=9123,1818,1911.0,Fulvia,Bisi,Italian,1
,3206,http://www.the-athenaeum.org/people/detail.php?ID=3206,1867,1910.0,Ramon Munoz,Rubio,Spanish,1
,11674,http://www.the-athenaeum.org/people/detail.php?ID=11674,1230,1291.0,,Dietisalvi di speme,Italian,1
,1590,http://www.the-athenaeum.org/people/detail.php?ID=1590,1779,1823.0,Jonathan,Budington,American,1
,8002,http://www.the-athenaeum.org/people/detail.php?ID=8002,1803,1877.0,Charles Cooper,Henderson,English,1
,9015,http://www.the-athenaeum.org/people/detail.php?ID=9015,1846,1930.0,Giuseppe,Calì,Malta,1
,6402,http://www.the-athenaeum.org/people/detail.php?ID=6402,1890,1940.0,Guiovanni,Depetris,Italian,1
,11102,http://www.the-athenaeum.org/people/detail.php?ID=11102,1200,1250.0,Villard,De honnecourt,French,1
,1591,http://www.the-athenaeum.org/people/detail.php?ID=1591,1804,1881.0,Almira,Wheaton,American,1
,9628,http://www.the-athenaeum.org/people/detail.php?ID=9628,1813,1885.0,Albert Emil,Kirchner,German,1
Barbizon,5596,http://www.the-athenaeum.org/people/detail.php?ID=5596,1837,1922.0,Pierre,Billet,French,1
,9124,http://www.the-athenaeum.org/people/detail.php?ID=9124,1852,1919.0,Edgar Samuel,Paxton,American,1
,8009,http://www.the-athenaeum.org/people/detail.php?ID=8009,1645,1680.0,Joseph,Bokshoorn,Dutch,1
,1592,http://www.the-athenaeum.org/people/detail.php?ID=1592,1775,1873.0,Thomas Coke,Ruckle,American,1
,9677,http://www.the-athenaeum.org/people/detail.php?ID=9677,1855,1906.0,Charles Trevor,Garland,English,1
,3211,http://www.the-athenaeum.org/people/detail.php?ID=3211,1853,1935.0,Joaquín Pallarés,Allustante,Spanish,1
,3212,http://www.the-athenaeum.org/people/detail.php?ID=3212,1855,1900.0,Manuel Ramos,Artal,Spanish,1
,7029,http://www.the-athenaeum.org/people/detail.php?ID=7029,1838,1918.0,William,Magrath,Irish,1
,9301,http://www.the-athenaeum.org/people/detail.php?ID=9301,1878,1935.0,Constance,Peters,American,1
,4548,http://www.the-athenaeum.org/people/detail.php?ID=4548,1802,1877.0,Brigida Tanari,Fava ghisilieri,Italian,1
,11675,http://www.the-athenaeum.org/people/detail.php?ID=11675,1290,1341.0,,Buffalmacco,Italian,1
,899,http://www.the-athenaeum.org/people/detail.php?ID=899,1857,1923.0,James,Kinsella,American,1
,8999,http://www.the-athenaeum.org/people/detail.php?ID=8999,1885,1941.0,Charles Archibald,Maclellan,Canadian,1
,3214,http://www.the-athenaeum.org/people/detail.php?ID=3214,1864,1917.0,Manuel Ruiz,Guerrero,Spanish,1
,9941,http://www.the-athenaeum.org/people/detail.php?ID=9941,1888,1945.0,Heinnrich,Stegemann,German,1
,6407,http://www.the-athenaeum.org/people/detail.php?ID=6407,1861,1902.0,Guido,Boggiani,Italian,1
,9932,http://www.the-athenaeum.org/people/detail.php?ID=9932,1884,1942.0,Josef,Mangold,German,1
,6403,http://www.the-athenaeum.org/people/detail.php?ID=6403,1858,1932.0,Andrea,Taernier,Italian,1
,7046,http://www.the-athenaeum.org/people/detail.php?ID=7046,1823,1904.0,Cesar,De cock,Belgian,1
Dutch Golden Age,7033,http://www.the-athenaeum.org/people/detail.php?ID=7033,1656,1692.0,Eise Aetes,Ruytenbach,Dutch,1
,6415,http://www.the-athenaeum.org/people/detail.php?ID=6415,1828,1898.0,Luigi,Steffani,Italian,1
,3852,http://www.the-athenaeum.org/people/detail.php?ID=3852,1816,1858.0,Thomas Almond,Ayers,American,1
,4442,http://www.the-athenaeum.org/people/detail.php?ID=4442,1863,1927.0,Gaston,Prunier,French,1
Veduta,7036,http://www.the-athenaeum.org/people/detail.php?ID=7036,1693,1741.0,Andrea,Locatelli,Italian,1
,3223,http://www.the-athenaeum.org/people/detail.php?ID=3223,1849,1931.0,Theo,Van sluys,Belgian,1
,3665,http://www.the-athenaeum.org/people/detail.php?ID=3665,1853,1910.0,Irving Lewis,Bacon,American,1
,3226,http://www.the-athenaeum.org/people/detail.php?ID=3226,1865,1913.0,Cilius,Anderson,Danish,1
,7038,http://www.the-athenaeum.org/people/detail.php?ID=7038,1772,1835.0,Pancrace,Bessa,French,1
,8031,http://www.the-athenaeum.org/people/detail.php?ID=8031,1825,1915.0,Frederick,Smallfield,English,1
,7044,http://www.the-athenaeum.org/people/detail.php?ID=7044,1851,1938.0,Ettore de Maria,Bergler,Italian,1
,3537,http://www.the-athenaeum.org/people/detail.php?ID=3537,1868,1939.0,William Louis,Carrigan,American,1
,8034,http://www.the-athenaeum.org/people/detail.php?ID=8034,1834,1894.0,William,Holyoake,United Kingdom,1
,3231,http://www.the-athenaeum.org/people/detail.php?ID=3231,1867,1932.0,Henri Paul,Perrault,French,1
,7042,http://www.the-athenaeum.org/people/detail.php?ID=7042,1835,1904.0,jules,Denneulin,French,1
,1603,http://www.the-athenaeum.org/people/detail.php?ID=1603,1864,1904.0,C. H.,Chapin,American,1
,3234,http://www.the-athenaeum.org/people/detail.php?ID=3234,1862,1911.0,Christian,Clausen,Danish,1
,7048,http://www.the-athenaeum.org/people/detail.php?ID=7048,1869,1944.0,Hugo,Ungewitter,German,1
,939,http://www.the-athenaeum.org/people/detail.php?ID=939,1878,1928.0,August F.,Lundberg,American,1
,4793,http://www.the-athenaeum.org/people/detail.php?ID=4793,1486,1567.0,Giacomo,Francia,Italian,1
,1081,http://www.the-athenaeum.org/people/detail.php?ID=1081,1839,1874.0,John Erik Christian,Petersen,American,1
,7050,http://www.the-athenaeum.org/people/detail.php?ID=7050,1798,1879.0,Carl Gottlieb,Peschel,German,1
,6047,http://www.the-athenaeum.org/people/detail.php?ID=6047,1868,1898.0,Leon,Portau,French,1
,7055,http://www.the-athenaeum.org/people/detail.php?ID=7055,1848,1934.0,Richard Crafton,Green,English,1
,3248,http://www.the-athenaeum.org/people/detail.php?ID=3248,1835,1912.0,Helmuth-Emanuel-Edwin-Bernhard,Dirckinck-holmfeld,Danish,1
,1612,http://www.the-athenaeum.org/people/detail.php?ID=1612,1857,1926.0,Adolphe Leon,Willette,French,1
,3251,http://www.the-athenaeum.org/people/detail.php?ID=3251,1839,1909.0,Friedrich,Ortlieb,German,1
,3252,http://www.the-athenaeum.org/people/detail.php?ID=3252,1814,1899.0,Alfred,Raudnitz,German,1
,6422,http://www.the-athenaeum.org/people/detail.php?ID=6422,1872,1931.0,Achille,Cattaneo,Italian,1
,5601,http://www.the-athenaeum.org/people/detail.php?ID=5601,1866,1930.0,Jean-Francis,Auburtin,French,1
,3253,http://www.the-athenaeum.org/people/detail.php?ID=3253,1830,1899.0,August Wilhelm,Sahn,German,1
,4792,http://www.the-athenaeum.org/people/detail.php?ID=4792,1457,1521.0,Jean,Bourdichon,French,1
,1615,http://www.the-athenaeum.org/people/detail.php?ID=1615,1820,1897.0,Eliza,Greatorex,Irish,1
,5058,http://www.the-athenaeum.org/people/detail.php?ID=5058,1842,1896.0,William,Boase smith,English,1
,1616,http://www.the-athenaeum.org/people/detail.php?ID=1616,1805,1878.0,Gustavus Johann,Grunewald,German,1
,3258,http://www.the-athenaeum.org/people/detail.php?ID=3258,1868,1925.0,William Mouat,Loudan,English,1
,3260,http://www.the-athenaeum.org/people/detail.php?ID=3260,1832,1921.0,James Clarke,Waite,English,1
,4268,http://www.the-athenaeum.org/people/detail.php?ID=4268,1806,1879.0,Pierre-Justin,Ouvrie,French,1
,4081,http://www.the-athenaeum.org/people/detail.php?ID=4081,1843,1895.0,Gilberg,Burling,American,1
,3263,http://www.the-athenaeum.org/people/detail.php?ID=3263,1860,1933.0,Edwin Arthur,Ward,English,1
,5116,http://www.the-athenaeum.org/people/detail.php?ID=5116,1813,1902.0,Adolf Joseph,Grass,French,1
,1619,http://www.the-athenaeum.org/people/detail.php?ID=1619,1840,1876.0,Ernest,Lotichius,German,1
,4142,http://www.the-athenaeum.org/people/detail.php?ID=4142,1723,1789.0,Johann Jakob,Schalch,Swiss,1
,5803,http://www.the-athenaeum.org/people/detail.php?ID=5803,1852,1912.0,Jakob,Gloersen,Norwegian,1
,1620,http://www.the-athenaeum.org/people/detail.php?ID=1620,1792,1891.0,John Ludlow,Morton,American,1
Baroque,4737,http://www.the-athenaeum.org/people/detail.php?ID=4737,1595,1675.0,Lucas,Vorsterman,Dutch,1
,3268,http://www.the-athenaeum.org/people/detail.php?ID=3268,1865,1920.0,Hermann,Reisz,Austrian,1
,7075,http://www.the-athenaeum.org/people/detail.php?ID=7075,1889,1941.0,Charles Howard,Clawson,American,1
,6430,http://www.the-athenaeum.org/people/detail.php?ID=6430,1882,1945.0,Gustav,Wunderwald,German,1
,4195,http://www.the-athenaeum.org/people/detail.php?ID=4195,1868,1940.0,Elizabeth Corbet,Yeats,United Kingdom,1
,5788,http://www.the-athenaeum.org/people/detail.php?ID=5788,1863,1933.0,Haakon,Kaulum,Norwegian,1
,7073,http://www.the-athenaeum.org/people/detail.php?ID=7073,1868,1945.0,Fred,Pearce,American,1
,3278,http://www.the-athenaeum.org/people/detail.php?ID=3278,1828,1905.0,Christen,Brun,Norwegian,1
,3282,http://www.the-athenaeum.org/people/detail.php?ID=3282,1851,1912.0,Charles Gifford,Dyer,American,1
,4071,http://www.the-athenaeum.org/people/detail.php?ID=4071,1815,1855.0,Edwin F.,Goddard,American,1
,3314,http://www.the-athenaeum.org/people/detail.php?ID=3314,1866,1943.0,François-Charles,Cachoud,French,1
,476,http://www.the-athenaeum.org/people/detail.php?ID=476,1836,1926.0,John Barnard,Whittaker,American,1
,6434,http://www.the-athenaeum.org/people/detail.php?ID=6434,1870,1907.0,Julio,Ruelas,Mexican,1
,3562,http://www.the-athenaeum.org/people/detail.php?ID=3562,1862,1943.0,William Ernest,Reynolds-stephens,English,1
,5802,http://www.the-athenaeum.org/people/detail.php?ID=5802,1862,1943.0,Thorvald,Torgersen,Norwegian,1
,3290,http://www.the-athenaeum.org/people/detail.php?ID=3290,1856,1926.0,Gabriel-Charles,Deneux,French,1
,3911,http://www.the-athenaeum.org/people/detail.php?ID=3911,1834,1917.0,George,Simons,American,1
,3293,http://www.the-athenaeum.org/people/detail.php?ID=3293,1851,1918.0,Francesco,Coleman,Italian,1
,5604,http://www.the-athenaeum.org/people/detail.php?ID=5604,1869,1942.0,Fernand,Piet,French,1
,5454,http://www.the-athenaeum.org/people/detail.php?ID=5454,1860,1939.0,George,Thomson,United Kingdom,1
,3297,http://www.the-athenaeum.org/people/detail.php?ID=3297,1858,1888.0,Rudolph Gustav,Müller,German,1
,5794,http://www.the-athenaeum.org/people/detail.php?ID=5794,1862,1929.0,Asor,Hansen,Norwegian,1
,5795,http://www.the-athenaeum.org/people/detail.php?ID=5795,1864,1931.0,Maria,Hauge,Norwegian,1
,3849,http://www.the-athenaeum.org/people/detail.php?ID=3849,1832,1878.0,Henry,Holmes,American,1
,3970,http://www.the-athenaeum.org/people/detail.php?ID=3970,1794,1861.0,Ferdinand,Deppe,German,1
,5801,http://www.the-athenaeum.org/people/detail.php?ID=5801,1852,1927.0,Ole,Juul,Norwegian,1
,920,http://www.the-athenaeum.org/people/detail.php?ID=920,1889,1925.0,Dorothea,Litzinger,American,1
,5799,http://www.the-athenaeum.org/people/detail.php?ID=5799,1845,1923.0,Andreas,Disen,Norwegian,1
,3305,http://www.the-athenaeum.org/people/detail.php?ID=3305,1848,1917.0,Jean-Charles,Messonier,French,1
,3306,http://www.the-athenaeum.org/people/detail.php?ID=3306,1839,1910.0,Ernest,Chateignon,French,1
,1918,http://www.the-athenaeum.org/people/detail.php?ID=1918,1874,1944.0,Carl N.,Werntz,American,1
,6443,http://www.the-athenaeum.org/people/detail.php?ID=6443,1797,1890.0,Friedrich,Loos,Austrian,1
,3373,http://www.the-athenaeum.org/people/detail.php?ID=3373,1825,1901.0,Peter Peterson,Tofft,American,1
,3323,http://www.the-athenaeum.org/people/detail.php?ID=3323,1812,1885.0,Jakob Josef,Zelger,Swiss,1
,1084,http://www.the-athenaeum.org/people/detail.php?ID=1084,1858,1918.0,Thomas Bartholomew,Griffin,American,1
,1645,http://www.the-athenaeum.org/people/detail.php?ID=1645,1756,1844.0,Jean-Antoine,Constantin,French,1
,6393,http://www.the-athenaeum.org/people/detail.php?ID=6393,1893,1938.0,Dick,Beer,United Kingdom,1
,7259,http://www.the-athenaeum.org/people/detail.php?ID=7259,1867,1944.0,André,Devambez,French,1
,6750,http://www.the-athenaeum.org/people/detail.php?ID=6750,1853,1928.0,Pál,Vágó,Hungarian,1
,3339,http://www.the-athenaeum.org/people/detail.php?ID=3339,1877,1930.0,Carlton,Fowler,American,1
Classicist,7144,http://www.the-athenaeum.org/people/detail.php?ID=7144,1642,1705.0,Marc,Nattier,French,1
,7127,http://www.the-athenaeum.org/people/detail.php?ID=7127,1852,1922.0,Claude,Hayes,English,1
,925,http://www.the-athenaeum.org/people/detail.php?ID=925,1825,1908.0,Emil,Bott,American,1
,7168,http://www.the-athenaeum.org/people/detail.php?ID=7168,1800,1887.0,Jeremiah Pearson,Hardy,American,1
,5824,http://www.the-athenaeum.org/people/detail.php?ID=5824,1859,1923.0,Bernt,Gronvold,Norwegian,1
,3327,http://www.the-athenaeum.org/people/detail.php?ID=3327,1862,1945.0,Adalbert Franz,Seligmann,Austrian,1
,7094,http://www.the-athenaeum.org/people/detail.php?ID=7094,1823,1879.0,William Henry,Powell,American,1
,7095,http://www.the-athenaeum.org/people/detail.php?ID=7095,1805,1880.0,Constantino,Brumidi,Italian,1
,6453,http://www.the-athenaeum.org/people/detail.php?ID=6453,1870,1940.0,Artur,Nikodem,Austrian,1
,5811,http://www.the-athenaeum.org/people/detail.php?ID=5811,1842,1916.0,Wilhelm,Holter,Norwegian,1
,5810,http://www.the-athenaeum.org/people/detail.php?ID=5810,1825,1897.0,Reinholdt,Boll,Norwegian,1
,5819,http://www.the-athenaeum.org/people/detail.php?ID=5819,1839,1914.0,Frederik,Collett,Norwegian,1
,4321,http://www.the-athenaeum.org/people/detail.php?ID=4321,1844,1928.0,Alexander Nikolaivich,Russov,Russian,1
,4620,http://www.the-athenaeum.org/people/detail.php?ID=4620,1852,,George,Du plessis,French,1
,5815,http://www.the-athenaeum.org/people/detail.php?ID=5815,1847,1912.0,Jacob Oxholm,Schive,Norwegian,1
,8149,http://www.the-athenaeum.org/people/detail.php?ID=8149,1837,1880.0,Jules-Ferdinand,Jacquemart,French,1
,5130,http://www.the-athenaeum.org/people/detail.php?ID=5130,1797,1854.0,Pierre Henry Prosper,Baccuet,French,1
Early Netherlandish,7109,http://www.the-athenaeum.org/people/detail.php?ID=7109,1385,1426.0,Hubert,Van eyck,Belgian,1
,1001,http://www.the-athenaeum.org/people/detail.php?ID=1001,1862,1906.0,Henri Alphonse,Laurent-desrousseaux,French,1
,7108,http://www.the-athenaeum.org/people/detail.php?ID=7108,1858,1923.0,Matilda,Lotz,American,1
,5816,http://www.the-athenaeum.org/people/detail.php?ID=5816,1867,1919.0,Oluf,Wold-torne,Norwegian,1
,5817,http://www.the-athenaeum.org/people/detail.php?ID=5817,1825,1894.0,Magnus Thulstrup,Bagge,Norwegian,1
,7122,http://www.the-athenaeum.org/people/detail.php?ID=7122,1812,1901.0,Otto Reinhold,Jacobi,German,1
,4274,http://www.the-athenaeum.org/people/detail.php?ID=4274,1819,1898.0,William Wilson,Cowell,American,1
,4659,http://www.the-athenaeum.org/people/detail.php?ID=4659,1857,1920.0,Friedrich Ernst,Wolfrom,German,1
,5822,http://www.the-athenaeum.org/people/detail.php?ID=5822,1859,1928.0,Eyolf,Soot,Norwegian,1
,4795,http://www.the-athenaeum.org/people/detail.php?ID=4795,1811,1863.0,Ernest Francis,Vacherot,,1
,5060,http://www.the-athenaeum.org/people/detail.php?ID=5060,1885,1927.0,Herbert,Nye,English,1
,4225,http://www.the-athenaeum.org/people/detail.php?ID=4225,1822,1885.0,Joel,Ballin,Danish,1
,5823,http://www.the-athenaeum.org/people/detail.php?ID=5823,1849,1926.0,Sophie Thomesen,Werenskiold,Norwegian,1
,5617,http://www.the-athenaeum.org/people/detail.php?ID=5617,1783,1860.0,Pierre-Julien,Gilbert,French,1
,5059,http://www.the-athenaeum.org/people/detail.php?ID=5059,1851,1918.0,Paul,Rossert,French,1
,274,http://www.the-athenaeum.org/people/detail.php?ID=274,1864,1894.0,Julie,Buchet,French,1
,6474,http://www.the-athenaeum.org/people/detail.php?ID=6474,1809,1860.0,James Guy,Evans,American,1
,6068,http://www.the-athenaeum.org/people/detail.php?ID=6068,1600,1681.0,Gerard,Soest,Dutch,1
,4981,http://www.the-athenaeum.org/people/detail.php?ID=4981,1870,1937.0,Victor,Tardieu,French,1
,8178,http://www.the-athenaeum.org/people/detail.php?ID=8178,1839,1896.0,Casimir,Geibel,German,1
,3933,http://www.the-athenaeum.org/people/detail.php?ID=3933,1854,1914.0,Henry,Culmer,American,1
,3947,http://www.the-athenaeum.org/people/detail.php?ID=3947,1860,1889.0,Edward L.,Espey,American,1
,3948,http://www.the-athenaeum.org/people/detail.php?ID=3948,1853,1918.0,Emily Inez,Denny,American,1
,4083,http://www.the-athenaeum.org/people/detail.php?ID=4083,1848,1925.0,Albert Francois,Fleury,French,1
Mannerism,7128,http://www.the-athenaeum.org/people/detail.php?ID=7128,1515,1598.0,,Jacopino del conte,Italian,1
,5228,http://www.the-athenaeum.org/people/detail.php?ID=5228,1828,1901.0,Georges,Tesier,,1
,5826,http://www.the-athenaeum.org/people/detail.php?ID=5826,1833,1912.0,Sophus,Jacobsen,Norwegian,1
,3421,http://www.the-athenaeum.org/people/detail.php?ID=3421,1836,1877.0,James Morgan,Lewin,American,1
,5825,http://www.the-athenaeum.org/people/detail.php?ID=5825,1851,1929.0,Benedicte,Scheel,Norwegian,1
,4860,http://www.the-athenaeum.org/people/detail.php?ID=4860,1872,1944.0,Marinus,Van raalte,Dutch,1
,5062,http://www.the-athenaeum.org/people/detail.php?ID=5062,1845,1924.0,Charles Paul,Renouard,French,1
