art_movement,author_id,bio_url,birth_year,death_year,first_name,last_name,nationality,num_works
,7768,http://www.the-athenaeum.org/people/detail.php?ID=7768,1822,1898.0,James Walsham,Baldock,United Kingdom,15
,3031,http://www.the-athenaeum.org/people/detail.php?ID=3031,1852,1932.0,Albert,Ludovici,English,15
Dutch Golden Age,6325,http://www.the-athenaeum.org/people/detail.php?ID=6325,1595,1624.0,Dirck,Van baburen,Dutch,15
,7846,http://www.the-athenaeum.org/people/detail.php?ID=7846,1857,1946.0,Peleg Franklin,Brownell,American,15
,3073,http://www.the-athenaeum.org/people/detail.php?ID=3073,1862,1920.0,Juan Martinez,Abades,Spanish,15
,5044,http://www.the-athenaeum.org/people/detail.php?ID=5044,1872,1932.0,Paul,Mathieu,French,15
,3097,http://www.the-athenaeum.org/people/detail.php?ID=3097,1853,1921.0,Isidor,Kaufmann,Austrian,15
Dutch Golden Age,6009,http://www.the-athenaeum.org/people/detail.php?ID=6009,1610,1676.0,Jan,Olis,Dutch,15
,3272,http://www.the-athenaeum.org/people/detail.php?ID=3272,1820,1915.0,Carl,Haag,German,15
,915,http://www.the-athenaeum.org/people/detail.php?ID=915,1816,1868.0,Emanuel Gottlieb,Leutze,German,15
,8974,http://www.the-athenaeum.org/people/detail.php?ID=8974,1786,1865.0,Alexander George,Fraser,United Kingdom,15
,8758,http://www.the-athenaeum.org/people/detail.php?ID=8758,1703,1761.0,Franz Christoph,Janneck,Austrian,15
,4632,http://www.the-athenaeum.org/people/detail.php?ID=4632,1854,1929.0,Curt,Herrmann,German,15
,7884,http://www.the-athenaeum.org/people/detail.php?ID=7884,1774,1842.0,Charles,Bell,Scottish,15
Academist,1681,http://www.the-athenaeum.org/people/detail.php?ID=1681,1804,1880.0,Constantin,Hansen,Danish,15
Academist,5585,http://www.the-athenaeum.org/people/detail.php?ID=5585,1857,1923.0,John Arthur,Lomax,United Kingdom,15
Renaissance,1695,http://www.the-athenaeum.org/people/detail.php?ID=1695,1480,1524.0,Joachim,Patinir,Dutch,15
,6033,http://www.the-athenaeum.org/people/detail.php?ID=6033,1400,1446.0,Konrad,Witz,German,15
,6031,http://www.the-athenaeum.org/people/detail.php?ID=6031,1450,1510.0,Master of the,Saint-bartholomew altarpiece,German,15
Dutch Golden Age,496,http://www.the-athenaeum.org/people/detail.php?ID=496,1583,1633.0,Pieter Pietersz.,Lastman,Dutch,15
,3489,http://www.the-athenaeum.org/people/detail.php?ID=3489,1873,1932.0,James Edward Hervey,Macdonald,Canadian,15
Early Renaissance,6039,http://www.the-athenaeum.org/people/detail.php?ID=6039,1460,1500.0,Master,Of the virgo inter virgines,Dutch,15
Renaissance,7957,http://www.the-athenaeum.org/people/detail.php?ID=7957,1475,1552.0,Amico,Aspertini,Italian,15
,9220,http://www.the-athenaeum.org/people/detail.php?ID=9220,1818,1882.0,Henry Richard,Graves,United Kingdom,15
,518,http://www.the-athenaeum.org/people/detail.php?ID=518,1823,1916.0,Paul,Weber,German,15
,8718,http://www.the-athenaeum.org/people/detail.php?ID=8718,1830,1900.0,Sarah A.,Doidge,United Kingdom,15
,3357,http://www.the-athenaeum.org/people/detail.php?ID=3357,1859,1932.0,Paul,Baum,German,15
,8033,http://www.the-athenaeum.org/people/detail.php?ID=8033,1824,1910.0,Eyre,Crowe,English,15
,7049,http://www.the-athenaeum.org/people/detail.php?ID=7049,1805,1854.0,Johann Matthias,Ranftl,Austrian,15
,6442,http://www.the-athenaeum.org/people/detail.php?ID=6442,1850,1940.0,Marie,Egner,Austrian,15
,3775,http://www.the-athenaeum.org/people/detail.php?ID=3775,1860,1934.0,John,Kane,American,15
Baroque,6060,http://www.the-athenaeum.org/people/detail.php?ID=6060,1605,1674.0,Pedro,De camprobin,Spanish,15
,4444,http://www.the-athenaeum.org/people/detail.php?ID=4444,1847,1926.0,Théodore,Roussel,English,15
Renaissance,5452,http://www.the-athenaeum.org/people/detail.php?ID=5452,1520,1574.0,Hans,Eworth,Dutch,15
Ashcan,1885,http://www.the-athenaeum.org/people/detail.php?ID=1885,1867,1940.0,Jerome,Myers,American,15
Romantic,7082,http://www.the-athenaeum.org/people/detail.php?ID=7082,1780,1850.0,Alexandre-Evariste,Fragonard,French,15
,3828,http://www.the-athenaeum.org/people/detail.php?ID=3828,1861,1943.0,Abby Williams,Hill,American,15
,9802,http://www.the-athenaeum.org/people/detail.php?ID=9802,1787,1848.0,Petr,Sokolov,Russian,15
,3847,http://www.the-athenaeum.org/people/detail.php?ID=3847,1854,1907.0,Henry Pember,Smith,American,15
,8148,http://www.the-athenaeum.org/people/detail.php?ID=8148,1866,1926.0,Ivan,Weltz,Russian,15
,1059,http://www.the-athenaeum.org/people/detail.php?ID=1059,1817,1907.0,Benjamin,Champney,American,15
,10093,http://www.the-athenaeum.org/people/detail.php?ID=10093,1855,1919.0,Nikolai,Sergeyev,Russian,15
,1919,http://www.the-athenaeum.org/people/detail.php?ID=1919,1867,1938.0,Pauline Lennards,Palmer,American,15
,9158,http://www.the-athenaeum.org/people/detail.php?ID=9158,1866,1924.0,Franz,Bayros,Austrian,15
,2059,http://www.the-athenaeum.org/people/detail.php?ID=2059,1875,1913.0,Susan,Watkins,American,15
,593,http://www.the-athenaeum.org/people/detail.php?ID=593,1855,1931.0,James Gale,Tyler,American,15
,8713,http://www.the-athenaeum.org/people/detail.php?ID=8713,1815,1878.0,Charles Tattershall,Dodd,United Kingdom,15
,206,http://www.the-athenaeum.org/people/detail.php?ID=206,1877,1927.0,Henri,Ottmann,French,15
,9132,http://www.the-athenaeum.org/people/detail.php?ID=9132,1700,1766.0,Thomas,Worlidge,United Kingdom,15
,2115,http://www.the-athenaeum.org/people/detail.php?ID=2115,1854,1918.0,Wladyslaw,Slewinski,Polish,15
,9172,http://www.the-athenaeum.org/people/detail.php?ID=9172,1415,1465.0,Apollonio di Giovanni di,Tommaso,Italian,15
,609,http://www.the-athenaeum.org/people/detail.php?ID=609,1831,1869.0,Paul,Lacroix,American,15
,4396,http://www.the-athenaeum.org/people/detail.php?ID=4396,1842,1922.0,Ferdinand,Keller,German,15
,8894,http://www.the-athenaeum.org/people/detail.php?ID=8894,1500,1589.0,Vincent,Sellaer,Dutch,15
,1244,http://www.the-athenaeum.org/people/detail.php?ID=1244,1850,1901.0,Charles Harry,Eaton,American,15
Baroque,6098,http://www.the-athenaeum.org/people/detail.php?ID=6098,1626,1674.0,Pieter,Boel,Belgian,15
,10774,http://www.the-athenaeum.org/people/detail.php?ID=10774,1774,1861.0,Carl Johan,Fahlcrantz,Swedish,15
,8292,http://www.the-athenaeum.org/people/detail.php?ID=8292,1770,1843.0,Alexander,Carse,Scottish,15
,5233,http://www.the-athenaeum.org/people/detail.php?ID=5233,1812,1890.0,Joseph,Schuster,Austrian,15
,9206,http://www.the-athenaeum.org/people/detail.php?ID=9206,1851,1922.0,George,Goodwin,Isle of Man,15
,11343,http://www.the-athenaeum.org/people/detail.php?ID=11343,1875,1933.0,Hal,Robinson,American,15
,10318,http://www.the-athenaeum.org/people/detail.php?ID=10318,1876,1923.0,Jacoba,Van heemskerck,Dutch,15
,8325,http://www.the-athenaeum.org/people/detail.php?ID=8325,1886,1943.0,Adolphe,Feder,Russian,15
,10646,http://www.the-athenaeum.org/people/detail.php?ID=10646,1855,1940.0,Karl Kristian,Uchermann,Norwegian,15
,8349,http://www.the-athenaeum.org/people/detail.php?ID=8349,1727,1787.0,Mason,Chamberlin,English,15
,11310,http://www.the-athenaeum.org/people/detail.php?ID=11310,1848,1923.0,William Preston,Phelps,American,15
,9063,http://www.the-athenaeum.org/people/detail.php?ID=9063,1825,1882.0,John Crawford,Wintour,Scottish,15
,11115,http://www.the-athenaeum.org/people/detail.php?ID=11115,1600,1659.0,Giovanni,Martinelli,Italian,15
Dutch Golden Age,7250,http://www.the-athenaeum.org/people/detail.php?ID=7250,1587,1630.0,Esaias van der,Velde i,Dutch,15
Dutch Golden Age,10276,http://www.the-athenaeum.org/people/detail.php?ID=10276,1633,1702.0,Jan,De baen,Dutch,15
,8879,http://www.the-athenaeum.org/people/detail.php?ID=8879,1847,1904.0,John Fairbairn,Fannen,United Kingdom,15
,10641,http://www.the-athenaeum.org/people/detail.php?ID=10641,1754,1817.0,Andrea,Appiani,Italian,15
,9073,http://www.the-athenaeum.org/people/detail.php?ID=9073,1775,1828.0,Clifton,Tomson,United Kingdom,15
,10570,http://www.the-athenaeum.org/people/detail.php?ID=10570,1485,1553.0,Wolf,Huber,Austrian,15
,6577,http://www.the-athenaeum.org/people/detail.php?ID=6577,1851,1890.0,Carl Gustaf,Hellqvist,Swedish,15
,11037,http://www.the-athenaeum.org/people/detail.php?ID=11037,1807,1884.0,Carl Peter,Mazer,Swedish,15
,9146,http://www.the-athenaeum.org/people/detail.php?ID=9146,1845,1932.0,"RSA, Robert",Gibb,Scottish,15
,11176,http://www.the-athenaeum.org/people/detail.php?ID=11176,1608,1668.0,Willem de,Poorter,Dutch,15
Baroque,6612,http://www.the-athenaeum.org/people/detail.php?ID=6612,1630,1684.0,Josefa de Ayala,Y obidos,Spanish,15
,8462,http://www.the-athenaeum.org/people/detail.php?ID=8462,1870,1940.0,Rex Vicat,Cole,English,15
,11583,http://www.the-athenaeum.org/people/detail.php?ID=11583,1802,1892.0,Constantin,Guys,Dutch,15
,11197,http://www.the-athenaeum.org/people/detail.php?ID=11197,1629,1700.0,Lorenzo,Pasinelli,Italian,15
,9527,http://www.the-athenaeum.org/people/detail.php?ID=9527,1860,1916.0,René-Paul,Schutzenberger,French,15
,10679,http://www.the-athenaeum.org/people/detail.php?ID=10679,1906,1943.0,Percy,Shakespeare,English,15
,8596,http://www.the-athenaeum.org/people/detail.php?ID=8596,1893,1930.0,William,Crozier,Scottish,15
,11237,http://www.the-athenaeum.org/people/detail.php?ID=11237,1798,1859.0,Edward Villiers,Rippingille,English,15
,8652,http://www.the-athenaeum.org/people/detail.php?ID=8652,1782,1854.0,Richard Barrett,Davis,English,15
,10930,http://www.the-athenaeum.org/people/detail.php?ID=10930,1853,1915.0,Salvatore,Frangiamore,Italian,14
,7437,http://www.the-athenaeum.org/people/detail.php?ID=7437,1603,1676.0,Abraham,Bosse,French,14
,11201,http://www.the-athenaeum.org/people/detail.php?ID=11201,1575,1643.0,Maarten,Pepyn,Belgian,14
,10908,http://www.the-athenaeum.org/people/detail.php?ID=10908,1786,1828.0,John Tobias,Young,United Kingdom,14
Dutch Golden Age,4992,http://www.the-athenaeum.org/people/detail.php?ID=4992,1621,1706.0,Cornelis,De man,Dutch,14
,10712,http://www.the-athenaeum.org/people/detail.php?ID=10712,1648,1736.0,Peter Martin van,Mytens senior,Dutch,14
,5203,http://www.the-athenaeum.org/people/detail.php?ID=5203,1753,1830.0,Agustín,Esteve y marqués,Spanish,14
Dutch Golden Age,11010,http://www.the-athenaeum.org/people/detail.php?ID=11010,1596,1640.0,Pauwels,Van hillegaert,Dutch,14
,10775,http://www.the-athenaeum.org/people/detail.php?ID=10775,1866,1933.0,Frank,Spenlove-spenlove,English,14
,5391,http://www.the-athenaeum.org/people/detail.php?ID=5391,1849,1923.0,John Seymour,Lucas,English,14
,6739,http://www.the-athenaeum.org/people/detail.php?ID=6739,1835,1910.0,Bertalan,Székely,Hungarian,14
,10645,http://www.the-athenaeum.org/people/detail.php?ID=10645,1821,1888.0,Josef Wilhelm,Wallander,Swedish,14
,10128,http://www.the-athenaeum.org/people/detail.php?ID=10128,1715,1778.0,Jakob Samuel,Beck,German,14
,10794,http://www.the-athenaeum.org/people/detail.php?ID=10794,1838,1902.0,Edouard,Castres,Swiss,14
,6251,http://www.the-athenaeum.org/people/detail.php?ID=6251,1833,1905.0,Odoardo,Borrani,Italian,14
,11030,http://www.the-athenaeum.org/people/detail.php?ID=11030,1828,1888.0,Leopold,Munsch,Austrian,14
Neoclassicist,5703,http://www.the-athenaeum.org/people/detail.php?ID=5703,1746,1816.0,Francois-Andre,Vincent,French,14
,10381,http://www.the-athenaeum.org/people/detail.php?ID=10381,1862,1904.0,William H.,Snape,United Kingdom,14
Baroque,6760,http://www.the-athenaeum.org/people/detail.php?ID=6760,1607,1667.0,Francesco,Cairo,Italian,14
Renaissance,6245,http://www.the-athenaeum.org/people/detail.php?ID=6245,1453,1523.0,,Bergognone,Italian,14
,10701,http://www.the-athenaeum.org/people/detail.php?ID=10701,1792,1840.0,Samuel,Williamson,United Kingdom,14
Renaissance,6243,http://www.the-athenaeum.org/people/detail.php?ID=6243,1455,1508.0,Giovanni Ambrogio,De predis,Italian,14
,11003,http://www.the-athenaeum.org/people/detail.php?ID=11003,1804,1857.0,Carl Vilhelm,Nordgren,Swedish,14
,7098,http://www.the-athenaeum.org/people/detail.php?ID=7098,1856,1934.0,Franklin,De haven,American,14
,11125,http://www.the-athenaeum.org/people/detail.php?ID=11125,1815,1890.0,Emile Pierre,Metzmacher,French,14
,6790,http://www.the-athenaeum.org/people/detail.php?ID=6790,1542,1616.0,Frans,Francken the elder,Belgian,14
,6259,http://www.the-athenaeum.org/people/detail.php?ID=6259,1820,1909.0,John Joseph,Hughes,United Kingdom,14
,10990,http://www.the-athenaeum.org/people/detail.php?ID=10990,1601,1674.0,Anselm van,Hulle,Belgian,14
,6821,http://www.the-athenaeum.org/people/detail.php?ID=6821,1664,1736.0,Giacomo Francesco,Cipper,Austrian,14
,649,http://www.the-athenaeum.org/people/detail.php?ID=649,1861,1912.0,Charles,Schreyvogel,American,14
Baroque,6271,http://www.the-athenaeum.org/people/detail.php?ID=6271,1616,1656.0,Bernardo,Cavallino,Italian,14
,4371,http://www.the-athenaeum.org/people/detail.php?ID=4371,1874,1943.0,Isabel,Codrington,United Kingdom,14
,7681,http://www.the-athenaeum.org/people/detail.php?ID=7681,1853,1928.0,Maria,Wiik,Finnish,14
,664,http://www.the-athenaeum.org/people/detail.php?ID=664,1840,1904.0,Nicholas Alden,Brooks,American,14
,7695,http://www.the-athenaeum.org/people/detail.php?ID=7695,1865,1936.0,Charles Goldsborough,Anderson,United Kingdom,14
,2401,http://www.the-athenaeum.org/people/detail.php?ID=2401,1843,1934.0,Ivan,Gorokhov,Russian,14
,7699,http://www.the-athenaeum.org/people/detail.php?ID=7699,1854,1932.0,Martin ('Cynicus'),Anderson,United Kingdom,14
,4254,http://www.the-athenaeum.org/people/detail.php?ID=4254,1798,1877.0,Alexander,Brulloff,Russian,14
,2447,http://www.the-athenaeum.org/people/detail.php?ID=2447,1842,1921.0,Themistokles von,Eckenbrecher,German,14
,9067,http://www.the-athenaeum.org/people/detail.php?ID=9067,1624,1693.0,Hieronymus,Janssens,Belgian,14
,5107,http://www.the-athenaeum.org/people/detail.php?ID=5107,1818,1892.0,Felix Saturnin,Brissot de warville,French,14
Veduta,2582,http://www.the-athenaeum.org/people/detail.php?ID=2582,1700,1800.0,French School 18th Century,Unknown,French,14
Dutch Golden Age,6884,http://www.the-athenaeum.org/people/detail.php?ID=6884,1610,1671.0,Jacob Willemsz. de,Wet,Dutch,14
,698,http://www.the-athenaeum.org/people/detail.php?ID=698,1858,1915.0,Richard,Lorenz,American,14
,8793,http://www.the-athenaeum.org/people/detail.php?ID=8793,1720,1779.0,John Giles,Eccardt,German,14
,2584,http://www.the-athenaeum.org/people/detail.php?ID=2584,1822,1880.0,Jan,Weissenbruch,Dutch,14
,7762,http://www.the-athenaeum.org/people/detail.php?ID=7762,1865,1936.0,Nathaniel Hughes John,Baird,United Kingdom,14
Veduta,1358,http://www.the-athenaeum.org/people/detail.php?ID=1358,1710,1743.0,Michele Giovanni,Marieschi,Italian,14
,6904,http://www.the-athenaeum.org/people/detail.php?ID=6904,1857,1925.0,Sidney,Starr,American,14
,2637,http://www.the-athenaeum.org/people/detail.php?ID=2637,1832,1889.0,Anton,Romako,Austrian,14
,9129,http://www.the-athenaeum.org/people/detail.php?ID=9129,1857,1911.0,Peter,Ghent,United Kingdom,14
,4333,http://www.the-athenaeum.org/people/detail.php?ID=4333,1300,1400.0,Italian School 14th Century,Unknown,Italian,14
,8720,http://www.the-athenaeum.org/people/detail.php?ID=8720,1819,1866.0,John Milne,Donald,Scottish,14
,1395,http://www.the-athenaeum.org/people/detail.php?ID=1395,1821,1886.0,Edward,Ladell,English,14
Academist,5580,http://www.the-athenaeum.org/people/detail.php?ID=5580,1852,1913.0,Henry Gillard,Glindoni,United Kingdom,14
,7818,http://www.the-athenaeum.org/people/detail.php?ID=7818,1655,1743.0,Giuseppe,Ghislandi,Italian,14
Academist,1424,http://www.the-athenaeum.org/people/detail.php?ID=1424,1842,1923.0,Jean Jules Antoine,Lecomte du nouÿ,French,14
Northern Renaissance,6323,http://www.the-athenaeum.org/people/detail.php?ID=6323,1483,1561.0,Simon,Bening,Dutch,14
,1438,http://www.the-athenaeum.org/people/detail.php?ID=1438,1840,1926.0,Victoria,Fantin-latour,French,14
,1449,http://www.the-athenaeum.org/people/detail.php?ID=1449,1797,1865.0,Joseph Desire,Court,French,14
Renaissance,6012,http://www.the-athenaeum.org/people/detail.php?ID=6012,1419,1491.0,Neri,Di bicci,Italian,14
,761,http://www.the-athenaeum.org/people/detail.php?ID=761,1840,1895.0,Thomas,Hovenden,American,14
,5205,http://www.the-athenaeum.org/people/detail.php?ID=5205,1876,1926.0,Henri,Person,French,14
,1493,http://www.the-athenaeum.org/people/detail.php?ID=1493,1818,1892.0,David,De noter,Belgian,14
,8926,http://www.the-athenaeum.org/people/detail.php?ID=8926,1849,1910.0,Marmaduke C. William,Flower,United Kingdom,14
,2997,http://www.the-athenaeum.org/people/detail.php?ID=2997,1849,1906.0,Eugène,Carrière,Italian,14
,8914,http://www.the-athenaeum.org/people/detail.php?ID=8914,1829,1907.0,John,Finnie,Scottish,14
,6037,http://www.the-athenaeum.org/people/detail.php?ID=6037,1875,1934.0,Karl,Vikas,Austrian,14
,3029,http://www.the-athenaeum.org/people/detail.php?ID=3029,1815,1899.0,Edward John,Cobbett,English,14
,7975,http://www.the-athenaeum.org/people/detail.php?ID=7975,1804,1875.0,Robert William,Buss,United Kingdom,14
,780,http://www.the-athenaeum.org/people/detail.php?ID=780,1858,1927.0,Mary Bradish,Titcomb,American,14
,3064,http://www.the-athenaeum.org/people/detail.php?ID=3064,1858,1927.0,Francisco Gimeno,Arasa,Spanish,14
,7997,http://www.the-athenaeum.org/people/detail.php?ID=7997,1822,1885.0,John,Morgan,English,14
,4692,http://www.the-athenaeum.org/people/detail.php?ID=4692,1849,1930.0,Emilie,Preyer,German,14
,8001,http://www.the-athenaeum.org/people/detail.php?ID=8001,1843,1903.0,Pavel,Kovalevsky,Russian,14
,3086,http://www.the-athenaeum.org/people/detail.php?ID=3086,1849,1937.0,Frans Wilhelm,Odelmark,Swedish,14
,9185,http://www.the-athenaeum.org/people/detail.php?ID=9185,1445,1526.0,Liberali di Jacomo da,Verona,Italian,14
,6048,http://www.the-athenaeum.org/people/detail.php?ID=6048,1826,1905.0,James Thomas,Linnell,United Kingdom,14
,8037,http://www.the-athenaeum.org/people/detail.php?ID=8037,1887,1935.0,Mark Lancelot,Symons,United Kingdom,14
,4541,http://www.the-athenaeum.org/people/detail.php?ID=4541,1861,1927.0,Maxime,Noiré,French,14
,6423,http://www.the-athenaeum.org/people/detail.php?ID=6423,1869,1937.0,Pierre,Berronneau,French,14
,275,http://www.the-athenaeum.org/people/detail.php?ID=275,1876,1926.0,Ludwig,Karsten,Norwegian,14
,9251,http://www.the-athenaeum.org/people/detail.php?ID=9251,1570,1619.0,Abel,Grimmer,Belgian,14
,953,http://www.the-athenaeum.org/people/detail.php?ID=953,1858,1928.0,Henry Siddons,Mowbray,American,14
,980,http://www.the-athenaeum.org/people/detail.php?ID=980,1831,1897.0,Charles Olivier de,Penne,French,14
,9958,http://www.the-athenaeum.org/people/detail.php?ID=9958,1882,1942.0,Jules-Emile,Zingg,French,14
,3623,http://www.the-athenaeum.org/people/detail.php?ID=3623,1787,1837.0,Domenico,Quaglio,German,14
,1012,http://www.the-athenaeum.org/people/detail.php?ID=1012,1843,1903.0,Henry,Farrer,English,14
,10206,http://www.the-athenaeum.org/people/detail.php?ID=10206,1887,1942.0,Nikolai,Tyrsa,Russian,14
,524,http://www.the-athenaeum.org/people/detail.php?ID=524,1858,1937.0,Warren W.,Sheppard,American,14
,9922,http://www.the-athenaeum.org/people/detail.php?ID=9922,1858,1929.0,Ilya,Ostroukhov,Russian,14
,1848,http://www.the-athenaeum.org/people/detail.php?ID=1848,1852,1919.0,Edgar Samuel,Paxson,American,14
,8950,http://www.the-athenaeum.org/people/detail.php?ID=8950,1850,1885.0,Rufin,Sudkovsky,Russian,14
,9602,http://www.the-athenaeum.org/people/detail.php?ID=9602,1846,1946.0,Cuthbert Cartwright,Grundy,United Kingdom,14
Baroque,4345,http://www.the-athenaeum.org/people/detail.php?ID=4345,1614,1668.0,Jean,Daret,Belgian,14
,8177,http://www.the-athenaeum.org/people/detail.php?ID=8177,1784,1868.0,John,Burnet,Scottish,14
,1883,http://www.the-athenaeum.org/people/detail.php?ID=1883,1844,1905.0,Hermann David Solomon,Corrodi,Italian,14
Renaissance,6486,http://www.the-athenaeum.org/people/detail.php?ID=6486,1465,1495.0,,Geertgen tot sint jans,Dutch,14
Pointilist,3846,http://www.the-athenaeum.org/people/detail.php?ID=3846,1854,1930.0,Alfred William,Finch,Belgian,14
,5128,http://www.the-athenaeum.org/people/detail.php?ID=5128,1858,1927.0,James,Cadenhead,Scottish,14
,1070,http://www.the-athenaeum.org/people/detail.php?ID=1070,1787,1870.0,Andreas,Schelfhout,Dutch,14
,5335,http://www.the-athenaeum.org/people/detail.php?ID=5335,1851,1920.0,Vittore,Grubicy de dragon,Italian,14
,1956,http://www.the-athenaeum.org/people/detail.php?ID=1956,1868,1941.0,Georges,Morren,Belgian,14
,8937,http://www.the-athenaeum.org/people/detail.php?ID=8937,1639,1713.0,Jacob van,Oost the younger,Belgian,14
,3963,http://www.the-athenaeum.org/people/detail.php?ID=3963,1865,1942.0,Benjamin Chambers,Brown,American,14
,7171,http://www.the-athenaeum.org/people/detail.php?ID=7171,1320,1358.0,Paolo,Veneziano,Italian,14
,568,http://www.the-athenaeum.org/people/detail.php?ID=568,1847,1915.0,Milne,Ramsey,American,14
,5334,http://www.the-athenaeum.org/people/detail.php?ID=5334,1822,1893.0,Sergei,Gribkov,Russian,14
,1107,http://www.the-athenaeum.org/people/detail.php?ID=1107,1839,1904.0,Charles Henry,Gifford,American,14
,8880,http://www.the-athenaeum.org/people/detail.php?ID=8880,1865,1930.0,Alice Maude,Fanner,United Kingdom,14
,8705,http://www.the-athenaeum.org/people/detail.php?ID=8705,1872,1934.0,Charles,Dixon,English,14
Renaissance,5634,http://www.the-athenaeum.org/people/detail.php?ID=5634,1397,1475.0,Paolo,Uccello,Italian,14
,588,http://www.the-athenaeum.org/people/detail.php?ID=588,1823,1900.0,Charles W.,Knapp,American,14
,8304,http://www.the-athenaeum.org/people/detail.php?ID=8304,1800,1868.0,George,Cattermole,English,14
,2101,http://www.the-athenaeum.org/people/detail.php?ID=2101,1881,1942.0,Joseph Eliot,Enneking,American,14
,8824,http://www.the-athenaeum.org/people/detail.php?ID=8824,1714,1796.0,Stephen,Elmer,English,14
,2106,http://www.the-athenaeum.org/people/detail.php?ID=2106,1877,1945.0,Mabel May,Woodward,American,14
,8126,http://www.the-athenaeum.org/people/detail.php?ID=8126,1866,1935.0,Edward Archibald,Brown,United Kingdom,14
,4619,http://www.the-athenaeum.org/people/detail.php?ID=4619,1861,1940.0,Fanny,Brate,Swedish,14
Dutch Golden Age,5363,http://www.the-athenaeum.org/people/detail.php?ID=5363,1603,1678.0,Pieter Jansz. van,Asch,Dutch,14
,1169,http://www.the-athenaeum.org/people/detail.php?ID=1169,1801,1846.0,Henry,Inman,American,14
,8346,http://www.the-athenaeum.org/people/detail.php?ID=8346,1771,1849.0,Henry Bernard,Chalon,English,14
,610,http://www.the-athenaeum.org/people/detail.php?ID=610,1819,1895.0,Ferdinand,Richardt,Danish,14
,8385,http://www.the-athenaeum.org/people/detail.php?ID=8385,1901,1946.0,Alexander,Christie,United Kingdom,14
,620,http://www.the-athenaeum.org/people/detail.php?ID=620,1831,1913.0,Enoch Wood,Perry,American,14
,2276,http://www.the-athenaeum.org/people/detail.php?ID=2276,1850,1910.0,Etienne-Adolphe,Piot,French,14
,8445,http://www.the-athenaeum.org/people/detail.php?ID=8445,1868,1946.0,Helen Lavinia,Cochrane,United Kingdom,14
,2282,http://www.the-athenaeum.org/people/detail.php?ID=2282,1766,1847.0,Adam,Topffer,Swiss,14
Renaissance,5883,http://www.the-athenaeum.org/people/detail.php?ID=5883,1421,1457.0,Andrea,Del castagno,Italian,14
,2289,http://www.the-athenaeum.org/people/detail.php?ID=2289,1825,1904.0,Robert Alexander,Hillingford,English,14
,8489,http://www.the-athenaeum.org/people/detail.php?ID=8489,1834,1896.0,Hugh,Collins,United Kingdom,14
,2298,http://www.the-athenaeum.org/people/detail.php?ID=2298,1807,1886.0,William Knight,Keeling,English,14
,6626,http://www.the-athenaeum.org/people/detail.php?ID=6626,1706,1783.0,Barbara Regina,Dietzsch,German,14
,8530,http://www.the-athenaeum.org/people/detail.php?ID=8530,1854,1927.0,William Sidney,Cooper,English,14
,10321,http://www.the-athenaeum.org/people/detail.php?ID=10321,1869,1945.0,Else,Lasker-schuler,German,14
,8559,http://www.the-athenaeum.org/people/detail.php?ID=8559,1748,1777.0,Nicholas Thomas,Dall,Danish,14
,5518,http://www.the-athenaeum.org/people/detail.php?ID=5518,1547,1619.0,Nicholas,Hilliard,English,14
Northern Renaissance,6648,http://www.the-athenaeum.org/people/detail.php?ID=6648,1480,1522.0,Hans,Suess,German,14
,5161,http://www.the-athenaeum.org/people/detail.php?ID=5161,1877,1943.0,Gustave,De smet,Belgian,14
Dutch Golden Age,5909,http://www.the-athenaeum.org/people/detail.php?ID=5909,1613,1678.0,Otto van Marseus,Schrieck,Dutch,14
,1286,http://www.the-athenaeum.org/people/detail.php?ID=1286,1844,1902.0,John Appleton,Brown,American,13
,7155,http://www.the-athenaeum.org/people/detail.php?ID=7155,1800,1866.0,Joseph Louis Hippolyte,Bellangé,French,13
,673,http://www.the-athenaeum.org/people/detail.php?ID=673,1819,1878.0,James,Hamilton,American,13
,9912,http://www.the-athenaeum.org/people/detail.php?ID=9912,1778,1840.0,John,Thomson,Scottish,13
,3353,http://www.the-athenaeum.org/people/detail.php?ID=3353,1850,1936.0,Jennie,Brownscombe,American,13
,5291,http://www.the-athenaeum.org/people/detail.php?ID=5291,1846,1919.0,Alfred,Roll,French,13
Dutch Golden Age,5935,http://www.the-athenaeum.org/people/detail.php?ID=5935,1648,1727.0,Johannes,Van bronckhorst,Dutch,13
,693,http://www.the-athenaeum.org/people/detail.php?ID=693,1826,1888.0,Andrew J.H.,Way,American,13
,9267,http://www.the-athenaeum.org/people/detail.php?ID=9267,1860,1945.0,Arthur,Matthews,American,13
,2599,http://www.the-athenaeum.org/people/detail.php?ID=2599,1847,1913.0,Adolf,Humborg,Austrian,13
,7550,http://www.the-athenaeum.org/people/detail.php?ID=7550,1864,1918.0,Wilhelm,List,Austrian,13
,2625,http://www.the-athenaeum.org/people/detail.php?ID=2625,1838,1929.0,Frank William,Topham,English,13
,7569,http://www.the-athenaeum.org/people/detail.php?ID=7569,1875,1932.0,Modest,Huys,Belgian,13
,2630,http://www.the-athenaeum.org/people/detail.php?ID=2630,1833,1910.0,Felix,Schlesinger,German,13
,5263,http://www.the-athenaeum.org/people/detail.php?ID=5263,1867,1924.0,Thorarin Benedikt,Thorlaksson,Icelandic,13
,2681,http://www.the-athenaeum.org/people/detail.php?ID=2681,1839,1883.0,Jules-Adolphe,Goupil,French,13
