epoch,acc,loss,val_acc,val_loss
0,0.1594187062937063,2.2378920775193434,0.1552734375,2.2143384665250778
1,0.20356206293706294,2.223385283997009,0.2421875,2.179408110678196
2,0.22814685314685315,2.1835932410680332,0.2275390625,2.1082176268100739
3,0.24093094405594406,2.1845035073640462,0.2021484375,2.0786108486354351
4,0.25743006993006995,2.1140888929367065,0.2421875,2.0047344863414764
5,0.25284090909090912,2.07214722558335,0.3076171875,1.9447646699845791
6,0.29720279720279719,2.0406629559877034,0.279296875,2.0015835948288441
7,0.26016171328671328,2.0649287738166491,0.3466796875,1.9202518165111542
8,0.29119318181818182,2.0010817380218238,0.3076171875,1.8612444922327995
9,0.29534527972027974,2.0203209598581275,0.2548828125,1.917294766753912
10,0.29108391608391609,1.9913928025252337,0.3330078125,1.8768832609057426
11,0.28264798915499323,2.0267348444628812,0.212890625,1.9972092993557453
12,0.3084029916410031,1.9107847795368971,0.3408203125,1.8273369930684566
13,0.31206293706293708,1.9604852349608095,0.4052734375,1.8397355116903782
14,0.32353583916083917,1.9195414639853097,0.3525390625,1.8598876111209393
15,0.33664772727272729,1.9096628219097644,0.33203125,1.8416213691234589
16,0.33664772727272729,1.8843787812686468,0.3623046875,1.7605451941490173
17,0.32801573426573427,1.8820695231010864,0.392578125,1.7612449936568737
18,0.36330856643356646,1.8268462794644016,0.390625,1.8038767799735069
19,0.34101835664335667,1.8739487266207075,0.423828125,1.7440182007849216
20,0.34145541958041958,1.8257377410268449,0.404296875,1.7122889123857021
21,0.35882867132867136,1.8319520420961446,0.3798828125,1.7444461584091187
22,0.34418706293706292,1.8344404193071218,0.3896484375,1.7391857877373695
23,0.34403052064631956,1.8570505970791384,0.3525390625,1.8167984262108803
24,0.36160318866253321,1.7664009249242034,0.4453125,1.6830572783946991
25,0.36177884615384615,1.8198686800636612,0.4287109375,1.6897759474813938
26,0.38046328671328672,1.7744983676430228,0.45703125,1.7092949599027634
27,0.39029720279720281,1.7508917717666892,0.404296875,1.6930712983012199
28,0.38756555944055943,1.7387366082284834,0.36328125,1.6651900224387646
29,0.37587412587412589,1.7549825448256273,0.4423828125,1.6174242980778217
30,0.41597465034965037,1.6909957077953366,0.4140625,1.6915193684399128
31,0.38385052447552448,1.749999896629707,0.462890625,1.6093672625720501
32,0.39434003496503495,1.6934295475899757,0.4541015625,1.6041676439344883
33,0.41018356643356646,1.6846789663488215,0.431640625,1.6337484829127789
34,0.39204545454545453,1.7226332371885127,0.4833984375,1.5976104587316513
35,0.39519748653500897,1.7248425987988871,0.3876953125,1.662985548377037
36,0.40600088573959259,1.6543663702938174,0.4833984375,1.6000634916126728
37,0.4012237762237762,1.7129440711928414,0.4912109375,1.5662367306649685
38,0.41586538461538464,1.6641547850795559,0.5107421875,1.5893926620483398
39,0.42733828671328672,1.6246696122876414,0.439453125,1.5851716957986355
40,0.43061625874125875,1.6289427409638892,0.42578125,1.5344940796494484
41,0.40767045454545453,1.658346211993611,0.4853515625,1.5458601787686348
42,0.453125,1.5801890446589544,0.4345703125,1.6407516077160835
43,0.41488199300699302,1.6422928113203783,0.509765625,1.4902929626405239
44,0.42384178321678323,1.6024215996682227,0.48828125,1.4998972415924072
45,0.44940996503496505,1.5862263770370217,0.4853515625,1.5283254496753216
46,0.43006993006993005,1.6130051229383562,0.4873046875,1.5228753425180912
47,0.42055655296229805,1.6557482234344447,0.44140625,1.5755254961550236
48,0.43589459698848537,1.5819245594280604,0.5185546875,1.4647396132349968
49,0.43640734265734266,1.6176261301640864,0.5068359375,1.473817016929388
50,0.44307255244755245,1.5748015433758289,0.4892578125,1.5102601125836372
51,0.45946241258741261,1.5407863130102624,0.453125,1.5276452228426933
52,0.46459790209790208,1.5448686372150073,0.439453125,1.4746022783219814
53,0.42875874125874125,1.5847605012513541,0.5048828125,1.4307266548275948
54,0.48011363636363635,1.5018280694534729,0.46484375,1.5805902816355228
55,0.4480987762237762,1.5468230760180868,0.529296875,1.4054402336478233
56,0.45968094405594406,1.5247234181090668,0.5234375,1.4043024815618992
57,0.46885926573426573,1.5085901055302653,0.544921875,1.4501991607248783
58,0.45880681818181818,1.5366542981221125,0.5458984375,1.4346609972417355
59,0.45210122006326253,1.5665671920216142,0.376953125,1.7814102731645107
60,0.46150461944566651,1.515691837994894,0.53515625,1.3688712157309055
61,0.46284965034965037,1.5464554324850335,0.55859375,1.3993097059428692
62,0.47301136363636365,1.4997356150533769,0.5244140625,1.4125461839139462
63,0.48645104895104896,1.4645115891536633,0.5126953125,1.4155769050121307
64,0.4968312937062937,1.4622781147490014,0.4755859375,1.3993408977985382
65,0.46099213286713286,1.5029661280291897,0.5302734375,1.3488596901297569
66,0.50437062937062938,1.4464956728311686,0.5029296875,1.4491047933697701
67,0.48055069930069932,1.4837710740682961,0.578125,1.3364674150943756
68,0.48055069930069932,1.465528851622468,0.5712890625,1.3797316029667854
69,0.50349650349650354,1.4365445817267144,0.5654296875,1.3695777058601379
70,0.48317307692307693,1.4689782153476367,0.57421875,1.3379610069096088
71,0.47083990092321548,1.5160427294290701,0.455078125,1.5551389046013355
72,0.48730964467005078,1.4540721214362207,0.58984375,1.3459436222910881
73,0.49191433566433568,1.4694138269324404,0.5908203125,1.3357908874750137
74,0.49606643356643354,1.4320387027480386,0.576171875,1.3625491932034492
75,0.50557255244755239,1.4022316788876807,0.5419921875,1.3758563101291656
76,0.51966783216783219,1.4066857974846045,0.5126953125,1.3460186682641506
77,0.48229895104895104,1.4338240523438353,0.552734375,1.3101715594530106
78,0.52108828671328666,1.3915888454530623,0.4990234375,1.4866096898913383
79,0.49967220279720281,1.4270324579902463,0.5849609375,1.3005563654005527
80,0.51431381118881114,1.4010046057767802,0.5654296875,1.324631355702877
81,0.51617132867132864,1.3984023415958964,0.572265625,1.30871357396245
82,0.50021853146853146,1.4239758707426644,0.5830078125,1.3251634947955608
83,0.49572168430533664,1.4556328589463658,0.5068359375,1.4449911266565323
84,0.50077245641138823,1.4167314004855975,0.556640625,1.291264858096838
85,0.50830419580419584,1.420978423598763,0.6025390625,1.3035613633692265
86,0.51311188811188813,1.393763277288917,0.6025390625,1.2999218069016933
87,0.51999562937062938,1.3576835083377945,0.5673828125,1.344598975032568
88,0.53332604895104896,1.3496180818631098,0.5419921875,1.3263478465378284
89,0.4973776223776224,1.3957735579330603,0.591796875,1.2593508027493954
90,0.53791520979020979,1.3550348965438095,0.541015625,1.3464681431651115
91,0.5174825174825175,1.3904926222521108,0.5908203125,1.2505319900810719
92,0.52993881118881114,1.3631992636027035,0.5693359375,1.3050406165421009
93,0.53343531468531469,1.3683397995008455,0.599609375,1.2703981064260006
94,0.51628059440559437,1.375547665816087,0.6064453125,1.2658336125314236
95,0.50774236983842014,1.411437717130946,0.607421875,1.3280886672437191
96,0.50675376439326836,1.4015631049713062,0.6064453125,1.2628178894519806
97,0.52371066433566438,1.3802532339012705,0.6025390625,1.249476220458746
98,0.52720716783216781,1.3460699196878847,0.591796875,1.2764194831252098
99,0.53234265734265729,1.3201504182982278,0.59765625,1.2933571748435497
100,0.55616258741258739,1.3145629634390343,0.541015625,1.3055026195943356
101,0.51879370629370625,1.363871555853557,0.6015625,1.1995625160634518
102,0.55244755244755239,1.3247212532100143,0.55859375,1.3005923628807068
103,0.53420017482517479,1.3572685455942488,0.6123046875,1.2072081528604031
104,0.53693181818181823,1.3407911201873859,0.5849609375,1.2900098785758018
105,0.54589160839160844,1.3220592161992213,0.5869140625,1.2552273198962212
106,0.52808129370629375,1.3482274715300206,0.5791015625,1.2730677276849747
107,0.51114613825714927,1.3977437102695329,0.546875,1.4686321914196014
108,0.51655263738689028,1.3695748813550643,0.591796875,1.2203948348760605
109,0.53704108391608396,1.3451942845241174,0.578125,1.3088329955935478
110,0.5461101398601399,1.3028368841518054,0.5966796875,1.2741404175758362
111,0.54709353146853146,1.2886487558171467,0.607421875,1.2822439670562744
112,0.57080419580419584,1.273361867332792,0.5546875,1.2872547619044781
113,0.51660839160839156,1.348598912462488,0.6220703125,1.1942924745380878
114,0.55222902097902093,1.3126687315794139,0.580078125,1.3042157851159573
115,0.53813374125874125,1.3470303499615275,0.63671875,1.1982759796082973
116,0.54283216783216781,1.3302645587420965,0.6015625,1.2245993055403233
117,0.55452360139860135,1.3181914997684372,0.6181640625,1.2251107655465603
118,0.52928321678321677,1.3415671186847287,0.6171875,1.2308103889226913
119,0.52037829317721229,1.3719543536029886,0.5986328125,1.3402839787304401
120,0.52019421761200613,1.364995717213028,0.603515625,1.2135973237454891
121,0.53835227272727271,1.3626272159439701,0.6064453125,1.2100645117461681
122,0.5494973776223776,1.3069135125700411,0.61328125,1.2409390732645988
123,0.54895104895104896,1.2867064584385266,0.607421875,1.255670677870512
124,0.56228146853146854,1.2899860823071085,0.6005859375,1.2159839235246181
125,0.51343968531468531,1.3620645785248362,0.619140625,1.2092681601643562
126,0.54774912587412583,1.3161401932056134,0.60546875,1.2272933758795261
127,0.53256118881118886,1.3577906968710305,0.6044921875,1.1947266720235348
128,0.54348776223776218,1.3353576101623215,0.59765625,1.2252557314932346
