epoch,acc,loss,val_acc,val_loss
0,0.359565807853,1.07026151967,0.82702702606,0.938413336148
1,0.415196744202,1.01299787069,0.962162159585,0.756992947411
2,0.519674356304,0.958814326022,0.848648643171,0.773548543453
3,0.58073269957,0.904005224944,0.621621617916,0.817439721726
4,0.629579376657,0.825375957033,0.875675681797,0.518184950223
5,0.625508820347,0.841144530469,0.929729738429,0.381117289453
6,0.694708276474,0.76737500992,0.562162158296,0.844290795842
7,0.708276798638,0.733020962336,0.897297296653,0.362321577523
8,0.72184531975,0.711431256709,0.227027027108,1.72318728292
9,0.738127543855,0.694330651773,0.697297296009,0.639268393774
10,0.69470827793,0.723149160355,0.464864863093,0.982930326462
11,0.747625508577,0.658593008848,0.71891891763,0.61099245806
12,0.757123473218,0.643845604912,0.648648651709,0.755661292978
13,0.778833108324,0.608304371827,0.659459460265,0.742674344939
14,0.754409770144,0.620940360237,0.432432432916,1.3178622568
15,0.757123474593,0.629343700862,0.66486486567,0.730726499171
16,0.774762552095,0.605709372333,0.675675674226,0.713133237169
17,0.784260515361,0.56577992136,0.610810811455,0.917232003727
18,0.801899594157,0.554770629636,0.583783786683,0.982312953794
19,0.797829036473,0.579006730418,0.859459456238,0.339116813363
20,0.792401627899,0.539275283972,0.437837835985,1.1652221815
21,0.803256446099,0.543827749334,0.848648649937,0.380517702811
22,0.816824965917,0.527001499806,0.643243241632,0.853021900718
23,0.823609226352,0.50482176865,0.675675678736,0.716517547659
24,0.822252374249,0.493992174052,0.756756753213,0.516250496942
25,0.826322930639,0.495325090118,0.740540541507,0.595898621147
26,0.835820896655,0.471039961685,0.800000001128,0.468473768234
27,0.830393486948,0.479934173086,0.740540541507,0.584673410493
28,0.84667571348,0.47351956873,0.664864867926,0.771138255661
29,0.829036634764,0.455412346642,0.756756753213,0.528121458518
30,0.858887382327,0.427451827228,0.632432435332,0.895747654502
31,0.833107191235,0.439359479855,0.643243243888,0.833773814665
32,0.856173678121,0.430460670505,0.78378378024,0.491600194493
33,0.84667571348,0.446197936865,0.794594597978,0.474993226979
34,0.846675712266,0.434575050261,0.599999998228,1.00846919176
35,0.850746268495,0.433986437167,0.664864865509,0.807245750041
36,0.850746268414,0.399373150381,0.589189187256,1.14069906312
37,0.848032565664,0.431889379607,0.562162160229,1.09727076582
38,0.879240162418,0.390333932727,0.610810808958,0.971786966839
39,0.86431479082,0.388748393575,0.654054056954,0.828650566694
40,0.85753052893,0.38605453262,0.654054052282,0.836618174733
41,0.860244234511,0.39509655141,0.605405403553,0.983506613809
42,0.872455902145,0.374407941443,0.62702702751,0.943441539197
43,0.858887382569,0.389422756563,0.62702702751,0.895474678761
44,0.871099051336,0.370626759335,0.637837836066,0.871930860829
45,0.869742197939,0.371578560068,0.610810811214,1.04563493986
46,0.886024423176,0.355853207682,0.62162161985,0.937382602692
47,0.877883312013,0.35826257496,0.697297300358,0.70710577256
48,0.879240162741,0.359568455609,0.567567565634,1.10188598246
49,0.881953866867,0.346508705228,0.708108108914,0.689164258983
50,0.881953867028,0.33419253298,0.562162160229,1.15575647741
51,0.892808683692,0.328011641873,0.713513514319,0.652285385776
52,0.875169606432,0.365299423643,0.691891888026,0.710214259173
53,0.884667571154,0.333139380615,0.691891892456,0.792410647547
54,0.887381275037,0.316487832826,0.670270270915,0.759203214903
55,0.888738128757,0.325860788735,0.691891892456,0.781902307433
56,0.884667570992,0.321838120431,0.63243243066,0.956650717194
57,0.899592944288,0.310161702931,0.654054054537,0.883768286576
58,0.898236093479,0.307231708128,0.702702701092,0.722844362259
59,0.89145183175,0.316542301362,0.643243241471,0.88437359913
60,0.888738127382,0.312823602998,0.713513509647,0.665795420956
61,0.895522387979,0.301775854591,0.605405403553,1.03954932239
62,0.886024424551,0.326217102471,0.659459462359,0.773003473797
63,0.894165537251,0.311784049873,0.68108107947,0.756458553752
64,0.898236092185,0.29959955577,0.708108106497,0.736272547696
65,0.890094979485,0.306922080438,0.627027025255,0.9341270421
66,0.890094980779,0.301752281197,0.535135135417,1.26540098061
67,0.907734056988,0.293058489301,0.632432432916,0.912634050524
68,0.905020352701,0.304079736832,0.670270270915,0.77353543462
69,0.907734058282,0.276937518082,0.654054052282,0.834673837713
70,0.909090910223,0.278270647799,0.697297297861,0.741810222574
71,0.90094979623,0.274052751315,0.63243243066,0.976783736976
72,0.905020354076,0.271867111083,0.632432432916,0.935044179092
73,0.894165537089,0.281602934387,0.702702701092,0.747276502687
74,0.911804613135,0.260906011715,0.664864863093,0.985830307007
75,0.903663501892,0.27689837356,0.616216216699,1.0534676075
76,0.90909090901,0.259846693382,0.632432432916,0.980274507162
77,0.914518317261,0.267156631199,0.686486489386,0.769878328813
78,0.911804614429,0.265927934744,0.627027025255,0.948245303695
79,0.921302579232,0.248357898608,0.637837838321,0.986744126758
80,0.913161465319,0.253987647927,0.637837838321,0.962953268515
81,0.917232022923,0.24839859198,0.664864863093,0.959950102987
82,0.922659431335,0.240695963357,0.767567566118,0.555826718098
83,0.926729987645,0.239189566678,0.664864865509,0.862791795988
84,0.928086838454,0.223845214743,0.621621622105,1.01319770813
85,0.92265942996,0.240229942865,0.718918915053,0.704050276731
86,0.911804613216,0.234477657779,0.545945946268,1.42638322083
87,0.924016283519,0.230173295791,0.702702705602,0.801899045223
88,0.929443690476,0.225017379348,0.670270270834,0.938727657215
89,0.922659430041,0.246809061783,0.756756757562,0.617592312194
90,0.915875169526,0.227426826024,0.686486487131,0.798242468447
91,0.936227952447,0.2180110813,0.637837836066,1.02717371502
92,0.925373135622,0.222090902371,0.637837836066,1.03052669474
93,0.934871098969,0.204015201152,0.67567567624,0.845945403383
94,0.929443690395,0.211207596709,0.702702703347,0.766002331553
95,0.932157394682,0.205449071717,0.751351352157,0.612740673246
96,0.930800543873,0.204709134844,0.740540536674,0.67875568609
97,0.92672998627,0.20683949094,0.637837836066,1.06936383634
98,0.932157394601,0.205063893319,0.648648651548,0.933438192832
99,0.933514248241,0.204002658701,0.745945949007,0.682258563428
