epoch,acc,loss,val_acc,val_loss
0,0.52671147450110867,0.98625414631847796,0.55078125,0.96247635968029499
1,0.59794207317073167,0.91110706283089327,0.53515625,0.92183723114430904
2,0.6303700110864745,0.86626241093464273,0.5693359375,0.89135493710637093
3,0.64585643015521066,0.83416411108822619,0.59375,0.88037968054413795
4,0.66494595343680707,0.80078536780869092,0.6181640625,0.84728777408599854
5,0.66103104212860309,0.79695302327297746,0.6181640625,0.81668134965002537
6,0.65929878048780488,0.80041116409978419,0.640625,0.84122394397854805
7,0.67918514412416853,0.77118068692292974,0.6455078125,0.84139632433652878
8,0.67648281596452331,0.77767105978766993,0.6484375,0.79830298386514187
9,0.65999168514412421,0.79385423088681673,0.6650390625,0.78527987934648991
10,0.67301829268292679,0.76879294117512031,0.6357421875,0.79602278769016266
11,0.68701407858793861,0.75712451199744779,0.5244140625,0.8967279102653265
12,0.68130685369071597,0.74172751976823936,0.662109375,0.76486131176352501
13,0.68254573170731703,0.74908353067818867,0.6689453125,0.77533411793410778
14,0.68382760532150777,0.74301823914183218,0.6630859375,0.76451827958226204
15,0.68545593126385806,0.72944098496252052,0.68359375,0.80695671029388905
16,0.70246674057649672,0.70508233974883927,0.60546875,0.79580005817115307
17,0.7001455099778271,0.70932437839634932,0.6640625,0.78121825121343136
18,0.69699279379157431,0.72086475561569108,0.6669921875,0.77218679711222649
